time_s,current_A,voltage_V,temp_C,cycle
109.0,1.4770936603556994,3.6952936087374098,25.02583549286748,0
110.0,1.485600806673961,3.6438787752829627,25.013994430394227,0
111.0,1.514990417613495,3.658842623887018,25.036371454313006,0
112.0,1.5527974149582269,3.64612338381253,25.0540778581383,0
113.0,1.5282941244313704,3.6879874159381347,25.005892922830103,0
114.0,1.4383238028136218,3.7125123171431618,24.94842835146966,0
115.0,1.5091450350807383,3.7141317204720803,25.144113212073425,0
116.0,1.501112236927028,3.6780145759719383,25.02158704470013,0
117.0,1.4785465703222005,3.6987300837929515,24.98217962013381,0
118.0,1.467594735355382,3.693875419428758,25.066006850828458,0
119.0,1.5873788619674323,3.7256871739889856,25.075517580021682,0
120.0,1.4804806759319218,3.656993332125711,25.10266757666364,0
121.0,1.4577038681436096,3.6581005097552057,25.049806274095527,0
122.0,1.531855641640622,3.693204281925036,24.982885063164495,0
123.0,1.5065311488631126,3.6778743978503945,25.048516133114276,0
124.0,1.4962093066847042,3.658174353540154,24.94804528790278,0
125.0,1.5390650905525247,3.687270104770987,25.002417095245317,0
126.0,1.5244312707946344,3.7313431400746615,25.011384718314037,0
127.0,1.5181095000475546,3.6963685002105766,24.99488383558419,0
128.0,1.5482100242195704,3.6764518245434528,24.99665448411824,0
129.0,1.5141818211917395,3.7109456206313607,24.99238965967625,0
130.0,1.4691539025454763,3.6633286695231333,25.106365447369157,0
131.0,1.4818858885790138,3.6883005744113158,25.063451624295315,0
132.0,1.4739513832347844,3.6825388226860083,25.05553558743052,0
133.0,1.5104861028488301,3.6982805224909607,25.03054377645722,0
134.0,1.4461007552874647,3.68713732810719,25.051558318271198,0
135.0,1.4083787016635712,3.6945286925479763,25.017166481218872,0
136.0,1.5044077462299197,3.67560101943552,25.008713401258746,0
137.0,1.4331739725022152,3.68663287156608,25.112909844448595,0
138.0,1.4024010950727437,3.700512517878462,25.002209429797272,0
139.0,1.5186665391908345,3.6709132067681516,25.07361989161836,0
140.0,1.464447340193823,3.708334843306591,25.124690012322475,0
141.0,1.5248062711119539,3.6972436888668487,25.10869621246341,0
142.0,1.473457312403768,3.6598875551335404,24.986347952881296,0
143.0,1.443901880589721,3.700955447582491,25.001343296839732,0
144.0,1.4378241243071992,3.689797856059705,24.914209108914548,0
145.0,1.4742536388648144,3.6670275930460203,25.12341736070339,0
146.0,1.486330859687711,3.6977327083463596,24.998857891671808,0
147.0,1.4588269957991904,3.6583823144254306,25.037751525336617,0
148.0,1.485944604359329,3.6686697139529714,25.117922799641033,0
149.0,1.4231948851893763,3.667571229086774,25.129632056057282,0
150.0,1.500724447248814,3.699484209225626,25.043351777410358,0
151.0,1.4103175629099811,3.7191653707847054,25.07168155929916,0
152.0,1.4903071841522884,3.6867228859068057,25.10169174194582,0
153.0,1.5348647054889788,3.700715406902937,25.074853893519602,0
154.0,1.5545969401122413,3.6996012644710854,25.06578621870373,0
155.0,1.5857190123434546,3.703877208870219,25.068045042508853,0
156.0,1.4221856176575653,3.7028023178703755,25.093648564857872,0
157.0,1.5379362600277242,3.688062601597477,25.045065459357726,0
158.0,1.5603141097057924,3.7052119247635713,25.089201926410414,0
159.0,1.5490278492418983,3.7056311442751224,25.02506831143687,0
160.0,1.4535338092446881,3.673118203188086,25.055761618745997,0
161.0,1.520589841555799,3.7000214272637333,25.026835090594194,0
162.0,1.5930027836113574,3.726595832637565,25.027263506062198,0
163.0,1.4251363178821703,3.6412623778072226,25.081123211732873,0
164.0,1.5238168850128626,3.681195358869993,25.047994314234664,0
165.0,1.5556145242829542,3.7170235799236346,24.983037993737533,0
166.0,1.4651704492170698,3.703443167254223,25.06637393888482,0
167.0,1.5291485151642978,3.6945496384211824,24.94898003898039,0
168.0,1.4464553746002564,3.694363375223876,25.008821954131594,0
169.0,1.459389570928413,3.6726345381995524,24.950467619790295,0
170.0,1.4591459876585575,3.696501978264025,25.102390941430677,0
171.0,1.509615384940946,3.6966847753304553,25.06308879483689,0
172.0,1.4954509366983617,3.6979302440158452,25.021186149551987,0
173.0,1.5477057603861033,3.6818429002474753,25.087201750991554,0
174.0,1.452986044288053,3.689080717059939,24.964659600213718,0
175.0,1.493436217495375,3.654665030813923,25.085414728122327,0
176.0,1.5480538231806753,3.7074864760876007,25.06727790720533,0
177.0,1.5280388586117473,3.72203698665337,25.15777460052908,0
178.0,1.4337679332209385,3.662731346687556,24.983515765508862,0
179.0,1.5332601842478857,3.6906929819534087,25.078266503111443,0
180.0,1.4760791060097718,3.651528441388123,25.10130237050198,0
181.0,1.5192693268947324,3.7071462776165434,25.077881808257878,0
182.0,1.5150340207511455,3.6801873111561343,25.00614754788408,0
183.0,1.5609659441984314,3.6925694072134396,25.03391891242604,0
184.0,1.5058279969867685,3.6745785288303776,25.042364980084262,0
185.0,1.4073097064246147,3.6615283771843905,25.0710659566504,0
186.0,1.4315070140510402,3.6951290611995007,25.00923595008335,0
187.0,1.5365577192713695,3.6963447838811607,25.087586247221832,0
188.0,1.4870841833381194,3.7068400395208836,25.035522831174664,0
189.0,1.556898953004703,3.707256030887515,25.055710590714895,0
190.0,1.5136719408965513,3.672359116801002,24.996027750381252,0
191.0,1.4625467132027237,3.72158356170185,25.041468023481087,0
192.0,1.5541203379861608,3.651680819529258,24.96916798789756,0
193.0,1.459630115923542,3.6991112417709053,25.034858990208072,0
194.0,1.3973682245862329,3.695722690847571,25.06740309294113,0
195.0,1.6031897775531423,3.7255425112520237,24.983143005465372,0
196.0,1.4044625561188901,3.6553642254730994,24.95633064174386,0
197.0,1.531820642948966,3.69885849823661,25.03033579515854,0
198.0,1.5469425884479335,3.6693004629917696,25.050482362257412,0
199.0,1.5073532931550797,3.7337655858840404,25.05258232906281,0
200.0,1.4158301578180956,3.6373512238338415,25.138084844074736,0
201.0,1.5507507467730446,3.697228641180461,24.975285077569104,0
202.0,1.4279228141680766,3.6950176445270633,25.148753927241266,0
203.0,1.4328185717554767,3.6698188047245313,24.991356167105764,0
204.0,1.4819165843667517,3.670149161296004,25.11304669730907,0
205.0,1.5394252287058499,3.7499024455489907,25.03959866294934,0
206.0,1.5150056952865396,3.680036061960237,24.972666780232398,0
207.0,1.5405384142893759,3.6849478480986098,25.162613006048357,0
208.0,1.4778178084726479,3.6950285306584827,25.025637374860185,0
209.0,1.491390835672202,3.6886882094878892,25.08495237618024,0
210.0,1.44314316059174,3.651816427851613,25.054586708862015,0
211.0,1.4841567273388663,3.664879008379772,25.068012333584083,0
212.0,1.5296564075904948,3.6751066368910608,25.056897610853518,0
213.0,1.4850085973012441,3.6789547391372195,25.065633940929946,0
214.0,1.5237729777407307,3.697995204412539,25.079371626990223,0
215.0,1.471336287422524,3.680816347950567,25.066131598240904,0
216.0,1.4703804203605124,3.6824732027972096,24.972264152189112,0
217.0,1.501958432486379,3.700625616387658,24.972518773188366,0
218.0,1.4902559248595855,3.682557320781932,25.060048050636826,0
219.0,1.5296192621300728,3.696849116308065,25.107937304708745,0
220.0,1.508914512080298,3.7018013610062908,25.06220219295492,0
221.0,1.5870173147696411,3.6927040700857865,25.11456166423096,0
222.0,1.48902527477445,3.685080019531231,25.09461551238651,0
223.0,1.488637367512185,3.7113771002107034,24.983189539843124,0
224.0,1.4479934468107403,3.702763672967351,25.039039615961173,0
225.0,1.5011388983709593,3.752094998652787,25.109993860745,0
226.0,1.5341414469336099,3.704813135622004,25.06071408209702,0
227.0,1.4629852179296818,3.6924413641738374,25.10615539405764,0
228.0,1.4975163868620187,3.7076848927178774,25.06365648159163,0
229.0,1.5359278380089918,3.7018665360492813,25.09128717347507,0
230.0,1.4936545425494654,3.708316482834414,25.080334053836232,0
231.0,1.4740431349425887,3.6828392057672206,25.005326811611948,0
232.0,1.54865465753901,3.6791657150471515,25.00611560310191,0
233.0,1.5048509782778132,3.65243244368295,25.08257356504543,0
234.0,1.5198282252871442,3.7114046348921237,25.09115761097633,0
235.0,1.558569672510526,3.666696450375999,25.142077446146644,0
236.0,1.5572657959234817,3.724480546867348,25.07912565592495,0
237.0,1.482639790876299,3.6743446543910783,25.098066576426437,0
238.0,1.473728514026354,3.6674955561493885,25.161411450837598,0
239.0,1.5142154466666065,3.6738514660851465,25.068087592960765,0
240.0,1.49336062323806,3.679045585406336,25.1255459318609,0
241.0,1.4050069340358826,3.695425089656586,25.035980529541074,0
242.0,1.5637680867332944,3.6966447515916565,25.031953155929585,0
243.0,1.500968066374963,3.679516608785568,24.955092549068475,0
244.0,1.5368188983324234,3.737721415827374,25.063677634731068,0
245.0,1.4413541717859915,3.6458948999970153,24.974217327525718,0
246.0,1.5644101779379196,3.699616361336844,25.116712653709797,0
247.0,1.4705868596968847,3.6982077775366196,25.02950607763699,0
248.0,1.4946166463263335,3.7031610958296,25.014201816728384,0
249.0,1.429928766513631,3.7247055720947673,25.100224469995865,0
250.0,1.4916525131634206,3.6947351164696394,25.087705851288387,0
251.0,1.4885098033654613,3.655806039594321,25.101059092391882,0
252.0,1.490731973042414,3.7178473570996857,25.06262330961257,0
253.0,1.521925237137791,3.6753735296510976,25.154399778111046,0
254.0,1.503017292393425,3.6725819915024984,25.148537812448794,0
255.0,1.5487891312547541,3.70099122136253,25.099234706110845,0
256.0,1.4765920907174306,3.671722890471611,25.029972564443188,0
257.0,1.4501992045642818,3.6792686380225073,25.120634118561885,0
258.0,1.499044680418997,3.698721314575284,25.1606565941766,0
259.0,1.5314184018151893,3.668554361697573,25.12586612751977,0
260.0,1.5622320886483914,3.706452313159441,25.05975221595998,0
261.0,1.540696071778197,3.66656379264298,25.03464989411805,0
262.0,1.4117279666170837,3.6688001454610797,25.11537994352906,0
263.0,1.5188529179030108,3.6566417642435205,25.062326499707225,0
264.0,1.5730185886460617,3.7076432535484916,25.06689818939561,0
265.0,1.503128818317334,3.710901857116479,25.045263132525612,0
266.0,1.4741978749928988,3.6909263150058393,24.998218673560963,0
267.0,1.515458042634648,3.6918950899014606,25.086225329587197,0
268.0,1.4748379007889452,3.6690644810722763,25.083037350103705,0
269.0,1.5319556582952027,3.730212207217784,25.11157671634064,0
270.0,1.4993502764271192,3.680152498236924,24.99406173479401,0
271.0,1.5696500064998251,3.6879435631517645,25.10864076824371,0
272.0,1.5249751374245466,3.7002191604410277,25.033193007101374,0
273.0,1.4638057656702168,3.672822991662123,25.024696096215497,0
274.0,1.5302315641941733,3.666560385221252,25.033413215347778,0
275.0,1.5468005850115556,3.734820616861053,25.154767556723034,0
276.0,1.4715772072602618,3.687113845129809,25.091131314785272,0
277.0,1.4787102798752434,3.673379728684429,25.03537860047789,0
278.0,1.3847408363199396,3.6885980640451344,25.12599618515544,0
279.0,1.5451702994482717,3.671456608548481,25.114362351303125,0
280.0,1.4706122808025104,3.6573065303235412,25.03752423910971,0
281.0,1.3938825263983654,3.633215803407826,25.010646736036467,0
282.0,1.4115614149960154,3.688393905396835,25.12694749129372,0
283.0,1.4888524921777249,3.7251366868913083,25.133350304397716,0
284.0,1.5380329985215553,3.661194951182075,25.039310087337604,0
285.0,1.4955467690594988,3.6967484927196823,25.06129797324225,0
286.0,1.523588887956339,3.661933381979701,25.08350993671513,0
287.0,1.4449250186637463,3.713379170941051,25.03956466720056,0
288.0,1.432931718646376,3.6854205321038376,25.116877267282895,0
289.0,1.5442860403333236,3.710158863762996,25.08341562168443,0
290.0,1.5246072229587408,3.68189285918779,25.065284148181735,0
291.0,1.4984745575029297,3.6732944052470278,25.082380373075274,0
292.0,1.5641046312508862,3.68650168334021,25.118900749132028,0
293.0,1.4524404770956134,3.7004703359887854,25.149768895825723,0
294.0,1.478986683909632,3.6897074872883673,25.080438243824084,0
295.0,1.5513185665406384,3.6727198997688384,25.01564119588974,0
296.0,1.5918897196099062,3.7316489958140577,25.109611683236697,0
297.0,1.5004212799983265,3.6977335371981046,24.996401006926558,0
298.0,1.5839759703800664,3.7000165550608997,24.989833885488704,0
299.0,1.4698744692528345,3.6822015058365736,25.12030501350409,0
300.0,1.5164874924063863,3.6899473752192384,25.12295138685215,0
301.0,1.4913088208491594,3.698851420090731,25.109930645687452,0
302.0,1.4205875771804803,3.668219642736648,25.121441331212946,0
303.0,1.5128986417521428,3.7558565901133227,25.07789842962991,0
304.0,1.5466374846559197,3.687971460311499,25.07069880169851,0
305.0,1.4925866488029393,3.6667980380760987,25.119655191711605,0
306.0,1.4964772437371774,3.706315856686616,25.0648997333468,0
307.0,1.569646365846466,3.68517063014165,25.082813898692677,0
308.0,1.4375143214899793,3.67181957142355,25.052761650048783,0
309.0,1.425120584078636,3.6529031767147173,25.01131647738426,0
310.0,1.4672980427709923,3.6748374894180618,25.063110282709,0
311.0,1.4401688606964602,3.685111540339998,25.03975611076257,0
312.0,1.5673144638229792,3.663485858313838,25.115591607046138,0
313.0,1.515484455876726,3.691336209369176,25.093580500936124,0
314.0,1.456795344791276,3.7164674797438657,25.132035813646798,0
315.0,1.4692760418259871,3.6963594979733174,25.08788653500984,0
316.0,1.6430533595361378,3.6962291669917744,25.146197470561802,0
317.0,1.4694954976953312,3.6670472013796163,25.148558221409548,0
318.0,1.4618987666224348,3.7100236860858757,25.108134662342003,0
319.0,1.5152153584964438,3.6890669258827957,25.053806118169977,0
320.0,1.5319126229837248,3.7276873445472605,25.09029090581594,0
321.0,1.5110840919287236,3.6559686113260126,25.062149192344272,0
322.0,1.4545687066763306,3.6802423904400903,25.082517554890753,0
323.0,1.4420406464968052,3.689770999629266,25.111533409289432,0
324.0,1.5298070276624143,3.693624279325549,25.065336012617568,0
325.0,1.4972904906988727,3.698426350413168,25.14052735690987,0
326.0,1.417928351488069,3.6971004126193683,25.171281455673498,0
327.0,1.5585500496667037,3.6487611701362224,25.1053050505801,0
328.0,1.5387664505255247,3.724837617356039,25.11539452093907,0
329.0,1.4879522891947183,3.702528980035526,25.10417734944115,0
330.0,1.4869868038661562,3.7216862485009314,25.069250492969196,0
331.0,1.5115729894196253,3.699718152168108,25.091864926722124,0
332.0,1.4656495378304866,3.6909432474695856,25.08949875633719,0
333.0,1.4325843769920037,3.631234568524834,25.078524417883017,0
334.0,1.5161258878329396,3.6984973710778353,25.131114910261964,0
335.0,1.4280456714393372,3.658945961779873,25.10091981640801,0
336.0,1.519536340164453,3.7186284687556284,25.14880570988044,0
337.0,1.427939626557453,3.667863653235432,25.151716686829772,0
338.0,1.4950395384853599,3.6986045848113007,25.203563017227157,0
339.0,1.4932177730722407,3.7025624406006004,25.128976820654277,0
340.0,1.5891314629820528,3.6950270473054547,25.09430638889535,0
341.0,1.446780834520804,3.6717449982377035,25.095755487234403,0
342.0,1.429252709062134,3.7428151232346227,25.154379907813233,0
343.0,1.4676911347113593,3.660246226237117,25.10501134933526,0
344.0,1.4438133786772964,3.6742390913807026,25.1009080537893,0
345.0,1.470511876695887,3.6670740666247403,25.120111137122358,0
346.0,1.5210400489387321,3.7160675558108047,25.12080451161176,0
347.0,1.5385988714501175,3.708447202803741,25.080903641498157,0
348.0,1.582978063798354,3.6907265878392006,25.134119051264584,0
349.0,1.4631662914210117,3.6727312999776123,25.100212478604277,0
350.0,1.631926940100025,3.6923818234448365,25.085480845605854,0
351.0,1.5991092665242275,3.712865849287994,25.120882324049692,0
352.0,1.4898236599974866,3.7202729090196347,25.190023882392897,0
353.0,1.3854290010452597,3.6729135742959023,25.07924901902378,0
354.0,1.4958443847057696,3.6887629252554395,25.075602286452277,0
355.0,1.5036253841817515,3.736267859152282,25.12109197799045,0
356.0,1.3850375561045398,3.715518784283538,25.164876191579207,0
357.0,1.503691592878747,3.6972008644377508,25.15466802018516,0
358.0,1.4899922868586641,3.684142467328977,25.1805135016519,0
359.0,1.4607144357775155,3.6970600792299386,25.162298544441658,0
360.0,1.5313314598915235,3.684255703706509,25.101247487109195,0
361.0,1.5502674190063617,3.7007764626221458,25.05099904463951,0
362.0,1.4756911387467153,3.6987938835350382,25.16423834362331,0
363.0,1.511473988027299,3.7038517890705873,25.210902709780157,0
364.0,1.4672604066460018,3.694214260712222,25.083247185136845,0
365.0,1.4606697238405695,3.709747156239678,25.174913260456456,0
366.0,1.5039748360284997,3.707761983227543,25.135872427482905,0
367.0,1.5261710779534816,3.6928311994708114,25.16617529189509,0
368.0,1.4718353570639329,3.672778291817269,25.06517321553939,0
369.0,1.389316511917579,3.675499883105038,25.135882373037063,0
370.0,1.5292892421342106,3.729337841343782,25.069728980784102,0
371.0,1.420172109336593,3.6958891380276024,24.97803240408796,0
372.0,1.5060999311616898,3.7220867695955673,25.14169425831155,0
373.0,1.5889513115612217,3.6801227537358354,25.13581844400721,0
374.0,1.4991585227347468,3.7135858446254697,25.05249807549832,0
375.0,1.4405124997670713,3.737770201796044,25.136965859708642,0
376.0,1.4269410476690871,3.668185883190927,25.214343609734136,0
377.0,1.5585230762672084,3.724269025301914,25.227286210102715,0
378.0,1.4991525752243833,3.681825447745185,25.1523781575559,0
379.0,1.5269869245971022,3.6936752351749695,25.032652992609588,0
380.0,1.5463150898971483,3.6840847249753153,25.089784374894954,0
381.0,1.4975498853080709,3.68810679420992,25.114336513099563,0
382.0,1.484569788068131,3.691833261608528,25.042121847356984,0
383.0,1.4526326151408315,3.662967226290545,25.120699356380285,0
384.0,1.345874761714117,3.6916939284827825,25.140302639279806,0
385.0,1.4240999753019281,3.678456780341666,25.07581634030265,0
386.0,1.4965203246621634,3.678270290063584,25.11612161607263,0
387.0,1.4912368991851523,3.728874925315888,25.108793066708348,0
388.0,1.5201779936527768,3.7055093689310064,25.070357837229135,0
389.0,1.4936656580896015,3.67526600462677,25.10786430671182,0
390.0,1.5079678756239399,3.6929814174510587,25.142802156981265,0
391.0,1.5393899395820367,3.684176581795598,25.18693527510732,0
392.0,1.455747753071013,3.6531508491997537,25.153808086416223,0
393.0,1.4856421050423019,3.7064445538591264,25.02133699075019,0
394.0,1.4196393584093523,3.6553727517478674,25.134192730231394,0
395.0,1.548644639399657,3.690237470692696,25.10792733536607,0
396.0,1.5019208960467598,3.6483343306221716,25.14326389626633,0
397.0,1.5244911068565963,3.702396462365357,25.180202048565654,0
398.0,1.5771241575134476,3.6887928582901575,25.199516663697867,0
399.0,1.5539772922726962,3.7011019318135974,25.038298712615987,0
400.0,1.496999927849066,3.6905725501517668,25.093649037461386,0
401.0,1.5393842670806537,3.698185310791225,25.208231470793123,0
402.0,1.4284147942690355,3.684801566455733,25.107509199748275,0
403.0,1.5216954723169691,3.677196667546999,25.122346219627122,0
404.0,1.5069455037482737,3.6513935184868065,25.10614416844575,0
405.0,1.4190865495402274,3.7225484797624935,25.12516692581225,0
406.0,1.5668660013968752,3.685321854538933,25.11298321956552,0
407.0,1.4647961411871608,3.718635924319349,25.106278398769113,0
408.0,1.5341614359861098,3.7102672541669297,25.114322627476188,0
409.0,1.479003253420485,3.684113334691847,25.162203088928152,0
410.0,1.5496771444973054,3.6817499350572374,25.106316476891468,0
411.0,1.5656130881749797,3.70545702972372,25.00845900964324,0
412.0,1.458497526096468,3.6993005356411026,25.09189281745976,0
413.0,1.423480065306033,3.6882757623247917,25.17663974281798,0
414.0,1.4934294975193692,3.693185729939209,25.062759942514916,0
415.0,1.542445831851364,3.7037515300400905,25.204836535410834,0
416.0,1.4814343918695634,3.680399962001476,25.104162826398515,0
417.0,1.4693238208021777,3.66235444695691,25.12145634362791,0
418.0,1.524414112805799,3.7044758362590557,25.205113379358018,0
419.0,1.3619241265964805,3.6630306636199643,25.178887890298803,0
420.0,1.4667642213258139,3.6977031084710013,25.16934905152793,0
421.0,1.4308101849247847,3.6800768488592444,25.183551069779778,0
422.0,1.5147406851922771,3.6692140913808764,25.191933960972246,0
423.0,1.4631875354597879,3.663120177832842,25.102722659184394,0
424.0,1.4442416170939487,3.6670292267707865,25.139340007290144,0
425.0,1.4823084413044318,3.6826160359373628,25.044229024113783,0
426.0,1.4265795788952216,3.682076423177383,25.10967719180305,0
427.0,1.4993438128302854,3.705230871855347,25.256556518804377,0
428.0,1.4658813824684713,3.6799320951028496,25.22611825132052,0
429.0,1.4811290481611952,3.679664903396561,25.07621278554109,0
430.0,1.464143095181449,3.6670932368196514,25.12336243733103,0
431.0,1.5456131450426238,3.7007430811978383,25.155114816412823,0
432.0,1.4945573159077001,3.6684687919297194,25.194513827322492,0
433.0,1.5262255916329621,3.68275627059277,25.12557558895622,0
434.0,1.523989267375558,3.7021248880560775,25.110555210399216,0
435.0,1.4596924523231865,3.705215879259579,25.117330610975824,0
436.0,1.5284986674227214,3.7101577962503187,25.06606402591445,0
437.0,1.5174554237121112,3.706456531670366,25.102078029353443,0
438.0,1.515682428408856,3.6984547070434415,25.1904562928304,0
439.0,1.4800653359197753,3.6882779233952334,25.07475094805335,0
440.0,1.478657795464348,3.7142294936380393,25.123050830063644,0
441.0,1.5392775990769054,3.690230696780512,25.10127736485814,0
442.0,1.6090979783599346,3.6666967749443597,25.105702763544553,0
443.0,1.4584936421524857,3.6950870278861236,25.13041006989792,0
444.0,1.5267224103861998,3.684470064006889,25.141986534001223,0
